PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,target_binary,target_pct_change,target_abs_change,target_multiclass,target_log_return,target_normalized_change,predicted_return
-10.52980135599185,-0.5944795045984509,1.3563925046455614,-0.620501109907559,-0.7690604306749107,-0.4949725547889805,-1.617876547288246,-1.7746182701011264,0.2726964046965917,-0.3202268146611372,-0.1811340382845628,-0.4323311145050976,1,-0.2555827076239692,207.39999999999412,2,0.0025590987780533,0.2812473717422716,0.013217407
-10.28727578594128,-1.708163353568348,1.2648183357541436,-1.5566871208805928,-0.6254300544236482,-0.3595088053902,-1.8045778256418243,-1.766791158508484,0.2987632724434069,-0.0507956150422498,-0.0009691381344188,-0.5211423063358025,1,-0.151345684617743,123.0,2,0.0015146032788536,0.1643767080565688,0.017296929
-10.261378195771156,-1.3443261932088264,1.231579638524556,-0.5061488915921066,-0.8013540770570132,-0.8465755026438186,-1.3724182440097412,-1.8619640400713813,0.315236366480667,0.5848329711904517,0.4714098220876797,-0.6029547146591411,1,-0.5472471826927117,447.2000000000117,1,0.0054875006558484,0.5969830695589445,0.019670326
-10.358587449028732,-0.3179652619263771,2.221846782032181,-0.1273720858018446,0.329396540626729,-0.7592868603291149,-1.4699511152622098,-1.7863044420148788,0.297283280877935,0.4127632591339354,0.3074692186632671,-0.4322618349492576,1,-0.3559322033898193,291.8999999999942,2,0.0035656714915558,0.3775391331974999,0.02089845
-10.779639325928883,3.037570319950884,2.919301450730233,2.7644171551687338,-0.1307383880356277,-1.1713805284221042,-0.8817163037111047,-1.4165431207029904,0.286978138572705,0.0476166473880612,0.3033282898302099,-0.3173095951781182,1,-0.1931392367166551,158.6999999999971,2,0.0019332599104311,0.2009832503779205,0.021713842
-9.999293412382764,-1.2330460183612977,2.303923255496462,-1.6260664185905136,-0.9277635904134348,-0.2938862585870131,-1.6571347729058032,-0.8959565564179629,0.3537953733517614,-0.2605269286297061,-0.1812412158916148,-0.2645611852798514,1,-0.0137503042102693,11.30000000000291,2,0.0001375124965126,0.0138882304509592,0.023940016
-10.366534122698338,1.6423423716683343,2.209349854041759,1.557764765767163,-1.2091760424247715,-1.0455979134870248,-0.8272805574748868,-1.0722360011497756,0.1835081504944261,0.6500927776892063,0.8009905212316026,-0.5402671499401123,0,0.4026858756951856,-329.6000000000058,2,-0.0040187726616677,-0.3986785084752155,0.0316432
-10.255031358812989,0.9161630408297448,1.4032417934543813,0.3513200739538298,-2.5396051932120747,-0.4027336437229503,-1.206138214993225,-0.5279577810824754,0.2079204310917518,-0.2569411185830597,-0.1564798186710992,-0.1696758284203222,1,-0.8035058548066187,663.0,1,0.0080675136000745,0.7913712594435968,0.03467833
-11.151168388223669,6.570815168050827,3.398710806287973,3.747270634836192,1.0801978965734609,-0.0769083921892897,-1.7218338560255242,-0.9451466966236548,0.032350512482719,-0.7226412050978591,0.2747758901013684,-0.229164656391125,1,-1.903126939327726,1600.800000000003,1,0.0192146949434243,1.7943432221488365,0.037099916
-9.70795501480577,2.667655496701811,4.047285047126766,-2.0786850562927053,-0.8845866210484817,1.0817419403631263,-2.0203557278559146,0.4562503784014182,-0.1693499720926038,-1.0585588143055704,0.7959944328107296,-0.3975762330598018,1,-1.5057149440375506,1293.9000000000087,1,0.0151716592296799,1.0687871890657663,0.03744452
-6.876443596048016,3.62451591727542,-0.6955222344495134,-1.0194288513570304,-1.8758760821230756,3.2636068445634665,-2.266292715210201,-1.8551822387799932,-0.7922175112539565,0.2393421202816854,0.057273005186274,-0.0881153279572054,1,-2.050853143200626,1821.8999999999944,0,0.020721751622208,1.7950702556263616,0.0403014
-6.857895608295693,5.8703903835787,1.1505068805006478,0.3439840960894702,-1.7595115034426,2.694974423670481,-1.2032398672544056,-0.762013875820931,-0.6184036652742197,-0.0051417091240493,-0.0902094511283167,-0.2238035248008389,1,-0.8273437962622587,740.5,1,0.0083078528012905,0.7142803623600475,0.047550667
-6.371942879444004,3.5437225642971044,2.2403791643218587,-1.758543040791061,0.8100926056568412,2.762247122785928,-1.600142625616795,-1.084169229822436,-0.5595906731423061,0.6495976686323037,-0.1150497076987253,0.035413552894885,0,1.3719249762152996,-1211.300000000003,3,-0.0136259928304869,-1.1366608919526644,0.051145364
-6.377549155594908,3.966838334373141,-0.3964365171948804,-0.1689687505856875,-5.383270150086182,1.964546494610908,0.1416097954080075,0.1079044782307616,-0.683553706331079,0.7984340367457028,-0.2319776210152924,0.0021947245982788,1,-0.3831590538814655,339.6000000000058,2,0.0038389498865293,0.3210174904554304,0.054651875
-6.245134980017246,2.3900155615892467,1.2081799910854925,-1.9222542989850584,-0.3825482801838819,2.4902013702089225,-1.1610306854438506,-0.9757269756257412,-0.5707694435542594,1.3075614621038103,-0.1362459891275736,0.2771432864628631,0,0.7497840221888818,-659.6000000000058,3,-0.0074698711360448,-0.617917370642656,0.057662208
-6.187006937826904,2.256857397974055,-0.0910011553204392,-1.13361992179681,-3.5569852224350296,1.9435690437081163,-0.1506232577217697,-0.4135309943888464,-0.6285262607969098,1.660293517189591,-0.0801410555212622,0.2520314801553585,1,-0.1339539107730769,118.0,2,0.0013404370922543,0.1105988803104776,0.06196924
-6.059331137279024,1.1226662803965146,0.7261123818690268,-1.983571656838761,-0.8708534964884457,1.2502433676709073,0.3266446999296935,-2.852648316642977,-0.645156298036687,-0.1871591987603569,-0.3982147242605664,-0.0463453304220574,1,-0.2474280505274095,218.5,2,0.0024773465959065,0.2060766673096231,0.06558326
-6.134332074488467,1.856183395568156,0.9594336896115804,-1.088482630259092,-0.4108181139593096,1.0029988348380496,0.5166982860808153,-2.908583581174267,-0.6500482987902161,0.1566474583014513,-0.1739289794020996,-0.0428786345945203,0,0.4362814174369234,-383.6000000000058,2,-0.0043533246911658,-0.3629187055017537,0.06816538
-6.217515843755453,2.175849765036605,0.1434011975036035,-0.4459760669593426,-2.2764338188784743,0.8526817091101514,0.962479190025192,-2.340711206687674,-0.66403485324355,-0.0241027883782666,-0.790524747531948,0.1635310561408581,0,0.8333887626120751,-726.6999999999971,3,-0.0082993525263992,-0.7403701220190697,0.06871317
-6.175222751226375,1.5170169061297742,-0.9514939651867316,-0.7304857039014008,-3.3240125179937032,0.9637718833805248,0.9417818832798552,-2.1916734489417347,-0.6460375900603306,0.00162575810427,-1.002217281611401,0.2423102051567303,1,-0.0263697357981818,23.0,2,0.0002637321322434,0.0242430300264786,0.07238117
-6.647567633416249,3.6747735489284463,-0.3084187513952881,0.973128960829728,-0.6060115240884798,0.9811292517289576,0.5946175593055358,-2.7520344662600755,-0.7468083275619279,0.4373802514760646,-0.8416909943139774,0.301519189547901,0,0.7132506192012888,-617.6999999999971,3,-0.0071071901762044,-0.7117370870193374,0.07485336
-6.22274252692826,0.8742448228424344,-1.7564965721958423,-1.307816234708249,-2.796047520537771,1.2647336511977585,0.5193697571764173,-2.1938063482145163,-0.6681288028869943,0.2031790770945323,-1.210002437433015,0.3910938473934338,0,0.0618139803581829,-53.5,2,-0.0006179488338665,-0.0594866956176212,0.075489044
-6.330754086934449,0.8510564030425283,-1.4495976792875769,-1.1968088146757776,-0.7735752284907621,1.291352763356833,0.1028966883918178,-2.626617413900365,-0.6523949278915466,0.7262220696022478,-0.7115874171240418,0.2153135641358795,1,-0.9758257449123507,852.8999999999942,1,0.0098061812668337,0.9272004661251804,0.078489006
-6.451785061714555,1.7640241388892584,0.1751809429717149,-1.0888107524054051,2.3095556726692688,1.324946407500793,-0.3193072392718592,-2.857639387103507,-0.6233749459790077,0.927370183438468,-0.451610307999128,0.17338872053011,0,0.1320920726425978,-115.29999999998836,2,-0.0013200490781444,-0.1257221764506564,0.08065812
-6.091744611004405,0.2870822614150689,-1.4046865527161,-1.64821365244162,-0.8430197877289523,1.1134085567582168,0.1931993846265953,-2.003255625371048,-0.4805293968934407,0.7522018536141228,-0.8287063516107568,0.183948386464314,1,-0.1766883457739454,154.5,2,0.0017684462374203,0.1754637354127251,0.08109529
-5.990968061097863,-0.3830042662629763,-0.9710943002477664,-1.883686781620168,0.0797546818228221,1.0489455575258009,-0.0564863922337222,-1.9193741263842847,-0.3637557109878628,0.9809348260674632,-0.7631950416738363,0.1114447448311629,1,-0.1625858456690276,142.39999999999418,2,0.0016271815989066,0.1706828316583808,0.08034627
-5.889999668406853,-0.7251253371877809,-1.0656776900203286,-1.9489030597206856,0.1060010771603585,0.9350065457266774,-0.0032400637656953,-1.750549825356985,-0.3261202230268227,1.2167198695801982,-0.6972208802205159,0.0909846493184866,1,-0.1438821033237669,126.19999999999708,2,0.0014398571301784,0.1537623359474577,0.081264436
-6.079399623370584,0.949721436820741,-0.4472595541899632,0.1964952250764055,0.2050212576873101,0.17049248473689,0.7693008901225614,-1.7074807037984232,-0.3227480888013671,1.8689560664562048,-0.2653498881620735,0.0196806061459494,0,0.0351277772898894,-30.80000000000291,2,-0.000351216089307,-0.0393801120063796,0.08397736
-5.818210194077476,-0.4993254164014267,-0.8767602864898268,-1.4726143696466707,-0.4250679828933427,0.7411285421599138,0.2737859622318334,-1.1631452006407257,-0.2134928849153889,1.109935610260728,-1.1917392319725646,0.3435956164966968,1,-1.7256317284898517,1539.6000000000058,1,0.0174069428716736,2.009848692591058,0.081346855
