open_time,open,high,low,close,volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2024-11-02 08:00:00,69813.0,69846.2,69568.5,69625.8,2579.644,902.143,62876435.2244
2024-11-02 09:00:00,69625.7,69672.0,69509.6,69558.4,1941.85,907.222,63145076.7536
2024-11-02 10:00:00,69558.5,69632.9,69413.0,69623.6,3391.192,1834.249,127505333.5724
2024-11-02 11:00:00,69623.6,69704.0,69562.7,69602.5,2007.19,1035.551,72106976.7948
2024-11-02 12:00:00,69602.6,69678.7,69375.0,69452.8,4360.598,2032.47,141273361.0094
2024-11-02 13:00:00,69452.9,69700.0,69353.0,69359.9,6134.498,2796.666,194406598.0429
2024-11-02 14:00:00,69360.0,69434.8,69022.8,69270.0,10320.946,5074.902,351270519.3245
2024-11-02 15:00:00,69269.9,69447.3,69133.9,69394.0,4885.153,2486.164,172302312.7856
2024-11-02 16:00:00,69393.9,69610.9,69315.9,69585.0,4427.71,2369.768,164698669.5075
2024-11-02 17:00:00,69585.1,69599.0,69333.0,69401.0,3221.613,1367.035,94923941.9777
2024-11-02 18:00:00,69401.0,69485.0,69221.6,69421.2,2837.52,1400.816,97167660.3872
2024-11-02 19:00:00,69421.2,69560.0,69380.4,69502.6,1457.686,866.433,60210518.2081
2024-11-02 20:00:00,69502.5,69570.0,69459.1,69543.2,1294.023,595.468,41400643.2205
2024-11-02 21:00:00,69543.1,69560.0,69436.6,69436.7,1081.416,432.067,30016655.5039
2024-11-02 22:00:00,69436.7,69554.1,69365.2,69426.1,1463.343,715.499,49708463.3064
2024-11-02 23:00:00,69426.0,69444.8,69150.1,69366.6,5033.111,1926.141,133374467.5561
2024-11-03 00:00:00,69366.6,69393.7,69151.8,69156.1,2583.126,1282.597,88860101.7366
2024-11-03 01:00:00,69156.1,69223.3,68991.2,69009.4,6120.076,3088.987,213477100.4467
2024-11-03 02:00:00,69009.3,69027.4,67846.0,68200.1,35962.741,14992.126,1024206295.6283
2024-11-03 03:00:00,68200.0,68445.2,68001.1,68367.5,8599.154,4442.321,303400086.4362
2024-11-03 04:00:00,68367.6,68690.0,68287.6,68580.4,7623.711,3871.215,265257428.3077
2024-11-03 05:00:00,68580.3,68687.1,68412.1,68424.9,4858.182,2056.565,140958664.7653
2024-11-03 06:00:00,68425.0,68772.8,68375.7,68568.4,4608.384,2362.142,161983443.2601
2024-11-03 07:00:00,68568.4,68698.0,68370.2,68395.6,3607.904,1647.557,112865133.5085
2024-11-03 08:00:00,68395.5,68605.5,68286.0,68466.3,5091.782,2679.118,183320602.7309
2024-11-03 09:00:00,68466.3,68522.9,68183.8,68233.6,5149.42,2176.442,148683700.3818
2024-11-03 10:00:00,68233.6,68563.0,68232.3,68432.1,4353.801,2514.834,172087107.8185
2024-11-03 11:00:00,68432.0,68575.8,68305.6,68345.4,3264.378,1605.794,109917957.6995
2024-11-03 12:00:00,68345.4,68549.7,68267.6,68469.3,3177.344,1713.882,117279670.5997
2024-11-03 13:00:00,68469.2,68494.8,67952.1,68034.9,10617.846,4617.9,314840442.78
2024-11-03 14:00:00,68034.9,68180.0,67551.2,67768.0,24413.772,11544.821,783201684.7795
2024-11-03 15:00:00,67768.4,68227.9,67446.6,68076.0,19346.029,10262.025,695767258.2755
2024-11-03 16:00:00,68075.6,68560.0,68042.1,68131.1,17909.853,8751.348,597782424.4789
2024-11-03 17:00:00,68131.1,68462.3,68112.5,68340.9,5815.454,3042.307,207913326.0793
2024-11-03 18:00:00,68340.9,68429.9,67660.0,67991.7,10227.344,4796.106,326111568.0629
2024-11-03 19:00:00,67991.6,68691.4,67976.3,68670.0,9265.44,5353.508,366461820.3816
2024-11-03 20:00:00,68670.0,68970.0,68483.1,68951.9,7362.294,4265.98,293427871.2076
2024-11-03 21:00:00,68951.9,69348.0,68943.7,69139.8,11438.211,6327.411,437550038.3633
2024-11-03 22:00:00,69139.8,69295.8,68768.1,68863.9,5833.269,2440.308,168420978.9759
2024-11-03 23:00:00,68864.0,68904.6,68501.2,68762.5,9247.861,4639.279,318794639.9489
2024-11-04 00:00:00,68762.5,68762.5,68220.0,68708.8,8160.258,3781.976,259104119.7651
2024-11-04 01:00:00,68708.8,69020.0,68553.0,68962.1,8278.744,4452.056,306441797.9621
2024-11-04 02:00:00,68962.2,69331.3,68864.5,69288.6,7547.203,4367.814,301913127.5133
2024-11-04 03:00:00,69288.7,69495.3,68980.0,69034.0,7804.917,3813.045,264066760.0026
2024-11-04 04:00:00,69034.0,69397.2,69033.9,69143.4,4307.713,2433.351,168373759.6811
2024-11-04 05:00:00,69143.3,69174.0,68713.4,68811.4,6191.59,2416.112,166545358.718
2024-11-04 06:00:00,68811.4,69159.3,68808.1,69115.6,4747.282,2509.296,173150116.197
2024-11-04 07:00:00,69115.5,69166.0,68600.9,68601.0,6073.573,2477.164,170460980.4559
2024-11-04 08:00:00,68601.0,68748.0,68456.3,68686.5,7645.132,3741.1,256607952.3703
2024-11-04 09:00:00,68686.5,68913.0,68459.8,68628.1,7179.225,3272.721,224825892.3391
2024-11-04 10:00:00,68628.0,68903.0,68587.4,68817.0,5480.654,2669.05,183651035.4639
2024-11-04 11:00:00,68816.9,69029.8,68683.7,68778.0,5056.637,2343.866,161397211.5524
2024-11-04 12:00:00,68778.1,69000.2,68717.7,68958.0,4597.712,2376.138,163735088.7713
2024-11-04 13:00:00,68958.0,69243.8,68628.0,68649.8,11310.906,5185.114,357856319.5528
2024-11-04 14:00:00,68649.9,68707.3,68173.3,68390.0,17989.774,8771.081,600173850.6562
2024-11-04 15:00:00,68389.9,68735.2,68209.1,68614.7,13180.66,6706.953,458965846.226
2024-11-04 16:00:00,68614.8,68808.6,67602.0,67736.9,22544.027,10191.582,694164708.2751
2024-11-04 17:00:00,67736.8,67921.9,67205.0,67813.1,24380.066,12300.594,831792360.6071
2024-11-04 18:00:00,67813.1,68067.2,67520.0,67637.6,11675.794,5931.111,401957457.9082
2024-11-04 19:00:00,67637.6,68077.8,67624.9,67845.7,8218.325,4770.897,323987219.4221
2024-11-04 20:00:00,67845.6,67845.7,67309.2,67341.1,8542.476,4078.135,275468691.2185
2024-11-04 21:00:00,67341.1,67620.5,66810.0,67097.0,23381.97,10775.601,723736468.1114
2024-11-04 22:00:00,67097.1,68093.0,67037.0,67906.0,12474.953,7112.713,480990643.7317
2024-11-04 23:00:00,67906.0,68017.7,67614.0,67834.3,8142.575,4127.549,279951147.2047
2024-11-05 00:00:00,67834.4,68168.6,67777.7,68009.5,7914.413,3950.108,268653540.634
2024-11-05 01:00:00,68009.5,68076.9,67454.2,67983.3,9338.181,4550.6,308509257.614
2024-11-05 02:00:00,67983.4,68056.7,67806.0,67861.5,3790.239,1603.978,108987375.6102
2024-11-05 03:00:00,67861.8,68264.3,67858.4,68226.3,5153.877,3234.872,220268541.4283
2024-11-05 04:00:00,68226.2,68492.1,68200.0,68304.3,7083.123,3694.384,252488102.2584
2024-11-05 05:00:00,68304.3,68785.2,68280.0,68727.1,6558.1,3958.258,271339114.0444
2024-11-05 06:00:00,68727.1,68788.0,68555.5,68753.6,4115.228,2027.04,139227722.3243
2024-11-05 07:00:00,68753.7,68967.0,68550.0,68876.0,6862.999,3680.599,253220950.9539
2024-11-05 08:00:00,68875.9,69040.0,68760.8,69018.6,6237.413,3188.197,219697826.1719
2024-11-05 09:00:00,69018.6,69100.0,68707.0,68750.1,8316.617,3707.908,255409170.1852
2024-11-05 10:00:00,68750.1,68828.6,68588.2,68752.0,4988.505,2450.817,168383090.2573
2024-11-05 11:00:00,68751.9,68947.6,68740.1,68788.4,4569.765,2200.264,151461894.7391
2024-11-05 12:00:00,68788.5,68928.9,68642.1,68842.6,4470.436,2153.8,148182917.0741
2024-11-05 13:00:00,68842.5,68946.0,68650.0,68800.1,5200.958,2816.288,193716193.1986
2024-11-05 14:00:00,68800.1,70300.0,68746.0,69947.5,45128.122,23864.037,1662527365.1324
2024-11-05 15:00:00,69947.4,70049.7,69180.0,69615.3,30407.37,13993.46,974154357.0698
2024-11-05 16:00:00,69615.2,70537.4,69501.0,70165.6,25775.572,13495.632,945495279.154
2024-11-05 17:00:00,70165.5,70442.0,69853.2,69922.0,13803.46,6555.011,459848323.0959
2024-11-05 18:00:00,69921.9,70236.4,69707.1,70200.9,10016.348,5488.15,384059059.3998
2024-11-05 19:00:00,70200.9,70243.1,68650.0,68955.9,22600.256,9304.512,645809128.5786
2024-11-05 20:00:00,68955.9,69626.4,68786.4,69415.6,16803.816,8903.384,617158464.9556
2024-11-05 21:00:00,69415.7,69591.5,69052.0,69145.5,6257.897,3069.784,212921145.9225
2024-11-05 22:00:00,69145.4,69587.2,68856.6,69565.5,8985.131,4826.083,334058227.4138
2024-11-05 23:00:00,69565.4,69875.1,69256.3,69353.1,8693.044,4284.854,298122687.6373
2024-11-06 00:00:00,69353.1,71430.0,69272.7,71058.6,41509.516,22052.235,1557266122.1278
2024-11-06 01:00:00,71058.6,71385.2,70570.2,71089.5,31017.764,14812.032,1051900760.2171
2024-11-06 02:00:00,71089.5,73344.0,70903.4,73078.9,54722.856,31729.581,2294233830.8311
2024-11-06 03:00:00,73079.0,75656.1,73052.4,74367.1,93012.485,50405.14,3740682333.6163
2024-11-06 04:00:00,74367.1,74990.0,73914.6,74276.3,37097.124,17886.356,1334194126.3192
2024-11-06 05:00:00,74276.3,74878.6,73649.0,74781.4,30351.572,14748.453,1095167083.754
2024-11-06 06:00:00,74781.5,75486.4,74219.6,74288.1,45720.636,23146.611,1734185627.7596
2024-11-06 07:00:00,74288.1,74687.5,73112.0,73435.9,37666.034,17286.971,1278308042.5714
2024-11-06 08:00:00,73435.8,73606.0,72721.5,73482.5,32316.235,15857.687,1160098992.0926
2024-11-06 09:00:00,73482.4,74130.9,73480.0,73800.0,16315.394,8483.226,626370233.1989
2024-11-06 10:00:00,73800.1,73977.8,73289.1,73859.9,14989.357,7667.736,564880557.5748
2024-11-06 11:00:00,73859.9,74488.1,73675.9,74291.6,16712.068,8611.618,638796974.7823
2024-11-06 12:00:00,74291.7,74801.1,74170.1,74187.9,16452.049,8051.684,599769625.6943
2024-11-06 13:00:00,74188.0,74290.4,73600.0,74000.0,17395.137,8034.746,594218592.5772
2024-11-06 14:00:00,74000.1,74739.5,73500.0,73654.0,36451.306,17369.048,1286961956.7775
2024-11-06 15:00:00,73655.3,74514.0,73519.0,74289.6,27959.897,14169.881,1050918574.8166
2024-11-06 16:00:00,74289.7,74589.0,74134.5,74334.7,14429.963,7277.103,540915623.8778
2024-11-06 17:00:00,74334.4,74677.5,74150.4,74457.9,12838.454,6536.208,486961577.0942
2024-11-06 18:00:00,74458.0,75250.0,74406.5,75237.5,18808.385,10854.849,813293707.5845
2024-11-06 19:00:00,75237.4,75896.5,75046.1,75817.9,26204.246,13739.221,1037161316.3949
2024-11-06 20:00:00,75817.9,76420.0,75500.0,76104.6,28188.457,14065.291,1067846005.3639
2024-11-06 21:00:00,76104.6,76174.5,75647.2,75886.0,12814.527,5635.459,427644410.722
2024-11-06 22:00:00,75886.1,76031.0,75526.6,75635.8,8227.852,4031.426,305420258.707
2024-11-06 23:00:00,75635.8,75836.7,75552.5,75579.9,6238.972,3283.005,248334390.3878
2024-11-07 00:00:00,75579.9,75656.7,75051.0,75361.6,10637.009,4471.444,336794837.2692
2024-11-07 01:00:00,75361.6,76072.5,75215.1,75395.2,17138.878,9108.02,688234925.309
2024-11-07 02:00:00,75395.2,75475.0,75150.0,75291.0,6965.614,3548.635,267210490.0108
2024-11-07 03:00:00,75291.1,75424.1,75000.0,75062.9,7647.767,3716.666,279512016.0612
2024-11-07 04:00:00,75062.8,75083.0,74650.0,74766.6,10441.129,4712.797,352738525.2912
2024-11-07 05:00:00,74766.6,74940.0,74715.0,74793.2,4924.757,2403.876,179929998.44
2024-11-07 06:00:00,74793.3,74900.9,74450.0,74815.4,12117.527,6145.541,458944136.2793
2024-11-07 07:00:00,74815.5,75004.8,74721.9,74800.0,5657.049,2776.06,207896129.4184
2024-11-07 08:00:00,74800.0,75193.4,74719.3,75193.4,7915.692,4220.254,316767381.9409
2024-11-07 09:00:00,75193.3,75195.0,74835.5,74949.0,5538.578,2146.757,161103394.3117
2024-11-07 10:00:00,74949.0,75071.5,74784.8,75060.4,5387.441,2500.669,187334661.3621
2024-11-07 11:00:00,75060.3,75070.4,74722.4,74776.9,3799.428,1725.797,129211678.9946
2024-11-07 12:00:00,74776.9,75143.3,74741.1,75017.6,4931.043,2489.549,186677235.3505
2024-11-07 13:00:00,75017.7,75061.6,74613.8,74696.2,7633.923,3531.403,264140164.9018
2024-11-07 14:00:00,74696.3,75033.0,74508.0,74840.6,15196.487,7423.801,555287069.7962
2024-11-07 15:00:00,74840.6,76094.6,74704.8,76081.6,25893.45,14780.177,1116150671.6405
2024-11-07 16:00:00,76081.5,76235.6,75577.8,75912.6,18169.738,8962.163,679992940.9119
2024-11-07 17:00:00,75912.5,76499.8,75750.0,76275.1,18109.579,9740.767,742357033.6954
2024-11-07 18:00:00,76276.2,76750.4,75786.5,76606.8,23602.653,11788.57,900531565.4158
2024-11-07 19:00:00,76606.8,76625.1,75873.0,76533.3,25877.835,12400.629,945684252.942
2024-11-07 20:00:00,76533.2,76900.0,76259.9,76416.1,19153.55,9557.859,732081463.2171
2024-11-07 21:00:00,76416.2,76560.0,75850.7,75863.7,8705.176,4126.274,314451749.0833
2024-11-07 22:00:00,75863.7,75986.6,75471.1,75867.4,8899.662,4320.583,327088826.4917
2024-11-07 23:00:00,75867.5,76077.2,75688.2,75859.4,6331.068,3330.123,252750864.6976
2024-11-08 00:00:00,75859.4,76350.2,75835.0,76006.3,8834.452,4297.386,327073537.003
2024-11-08 01:00:00,76006.3,76328.2,75820.5,75981.3,7205.672,3447.51,262209892.5773
2024-11-08 02:00:00,75981.3,76023.6,75643.7,75720.6,5517.695,2536.775,192176951.3355
2024-11-08 03:00:00,75720.5,75900.5,75576.3,75900.4,4942.121,2544.181,192764614.3993
2024-11-08 04:00:00,75900.4,76046.0,75803.5,75832.9,3681.428,1850.101,140510153.8065
2024-11-08 05:00:00,75832.9,76163.9,75808.3,75986.0,4587.743,2548.429,193698724.3864
2024-11-08 06:00:00,75985.9,76025.0,75831.6,75882.8,3043.791,1490.232,113130339.4989
2024-11-08 07:00:00,75882.8,76247.0,75696.1,76171.0,8849.509,4454.824,338690237.664
2024-11-08 08:00:00,76171.0,76187.6,75775.8,75823.6,6683.84,3167.685,240355070.2127
2024-11-08 09:00:00,75823.7,76100.0,75794.3,75965.7,4711.723,2531.786,192384693.0685
2024-11-08 10:00:00,75965.7,76350.0,75802.0,76253.9,6123.707,3313.019,252054077.9658
2024-11-08 11:00:00,76253.9,76315.0,75935.0,75951.9,5535.243,1997.745,152142537.408
2024-11-08 12:00:00,75952.0,76189.9,75940.0,76078.9,5211.542,2915.219,221671978.1392
2024-11-08 13:00:00,76078.4,76300.0,75855.0,76280.3,7908.982,3965.444,301591667.8091
2024-11-08 14:00:00,76280.3,76330.0,75621.9,75758.6,16634.467,7490.883,569039728.3174
2024-11-08 15:00:00,75758.7,76627.8,75620.1,76423.3,28625.354,14289.936,1088914304.6179
2024-11-08 16:00:00,76423.3,76531.9,75820.0,75916.5,16865.026,8120.064,618047776.2407
2024-11-08 17:00:00,75916.5,76540.4,75822.0,76390.0,16833.775,9127.928,695710600.7037
2024-11-08 18:00:00,76390.0,77069.8,76347.1,76803.0,22926.757,12278.253,942062948.4588
2024-11-08 19:00:00,76802.8,77182.9,76728.4,76894.4,15879.932,7713.071,593816108.5131
2024-11-08 20:00:00,76894.4,77080.4,76401.1,76563.5,15592.359,7334.344,562098766.1862
2024-11-08 21:00:00,76563.5,76675.1,76352.7,76463.4,6415.22,3090.686,236435371.0107
2024-11-08 22:00:00,76463.4,76600.0,76278.5,76350.0,4623.227,2149.277,164366345.8872
2024-11-08 23:00:00,76350.0,76502.0,76280.1,76482.2,3136.759,1627.846,124379920.9532
2024-11-09 00:00:00,76482.2,76618.3,76339.1,76409.5,4076.52,1978.202,151353173.1061
2024-11-09 01:00:00,76409.4,76529.6,76230.7,76300.0,3846.096,1832.402,139908609.45
2024-11-09 02:00:00,76300.0,76418.7,76122.4,76418.6,5312.114,2530.895,193046493.0996
2024-11-09 03:00:00,76418.6,76434.1,76235.0,76330.0,2557.821,1133.323,86476310.7729
2024-11-09 04:00:00,76330.1,76404.0,76285.7,76369.6,1731.233,913.757,69776975.9922
2024-11-09 05:00:00,76369.6,76666.0,76350.0,76540.0,5475.921,3020.046,231087388.3786
2024-11-09 06:00:00,76540.0,76800.0,76380.9,76493.5,7647.669,3729.764,285650825.3231
2024-11-09 07:00:00,76493.5,76528.9,76330.1,76523.9,3415.949,1674.486,127974482.7904
2024-11-09 08:00:00,76523.9,76735.0,76423.1,76540.0,4199.022,2428.057,185969544.6747
2024-11-09 09:00:00,76540.0,76640.0,76493.9,76545.2,2876.669,1406.792,107715098.2087
2024-11-09 10:00:00,76545.3,76622.2,76396.1,76451.4,2813.407,1189.547,90989385.2954
2024-11-09 11:00:00,76451.3,76507.3,76358.8,76478.6,2583.337,1332.29,101820203.3083
2024-11-09 12:00:00,76478.6,76552.1,76259.1,76269.5,4456.746,1894.331,144668359.2282
2024-11-09 13:00:00,76269.5,76495.0,76269.4,76406.4,4748.896,3155.457,240944036.1669
2024-11-09 14:00:00,76406.3,76429.8,76255.0,76345.1,4005.437,1691.728,129086684.9373
2024-11-09 15:00:00,76345.0,76411.7,76266.8,76305.7,2142.101,1095.062,83581952.5872
2024-11-09 16:00:00,76305.6,76317.9,76028.0,76065.9,6805.752,2845.706,216624640.8084
2024-11-09 17:00:00,76065.9,76218.0,75683.2,76210.7,12580.276,6302.07,478678322.137
2024-11-09 18:00:00,76210.6,76376.8,76163.8,76337.8,4608.518,2241.142,170955982.8093
2024-11-09 19:00:00,76337.8,76700.0,76096.0,76195.2,11288.292,5727.666,437810353.3294
2024-11-09 20:00:00,76195.2,76346.1,76158.8,76271.8,2555.552,1364.346,104051926.4795
2024-11-09 21:00:00,76271.9,76533.6,76203.0,76431.1,2556.385,1648.191,125880134.5697
2024-11-09 22:00:00,76431.0,76600.0,76347.9,76510.6,3468.276,1903.761,145615230.6263
2024-11-09 23:00:00,76510.6,76920.0,76461.5,76675.1,12002.045,6544.921,502262329.0928
2024-11-10 00:00:00,76675.1,77121.9,76501.1,76880.0,10156.104,5635.736,433075727.6863
2024-11-10 01:00:00,76880.0,76959.2,76670.0,76703.5,5955.85,2697.388,207062130.9686
2024-11-10 02:00:00,76703.4,77543.1,76655.6,77029.5,21406.358,11525.572,890176980.2822
2024-11-10 03:00:00,77029.5,77440.0,76981.6,77204.0,7529.256,3640.164,281143321.1381
2024-11-10 04:00:00,77204.0,79809.3,77133.3,79273.7,43774.57,26459.484,2077117338.1385
2024-11-10 05:00:00,79273.7,79882.8,78916.3,79190.7,43318.31,22211.945,1764853470.2459
2024-11-10 06:00:00,79190.7,79350.0,78700.0,78992.7,15234.26,7734.619,611370403.1013
2024-11-10 07:00:00,78992.7,79211.4,78770.0,78858.2,9753.548,4548.909,359404106.5363
2024-11-10 08:00:00,78858.2,79177.0,78858.1,79170.1,6186.809,3290.927,260130202.3943
2024-11-10 09:00:00,79170.1,79547.3,79151.9,79414.7,10394.738,5549.827,440482790.1217
2024-11-10 10:00:00,79414.7,79900.0,79317.2,79595.2,11868.118,5860.022,466403495.4042
2024-11-10 11:00:00,79595.1,80178.0,79590.0,79926.7,20330.722,10799.837,863290928.8415
2024-11-10 12:00:00,79926.7,80200.0,79307.9,79707.0,21957.815,10131.041,806719981.4161
2024-11-10 13:00:00,79707.1,79950.0,79582.6,79779.0,8984.839,4072.94,324994616.8531
2024-11-10 14:00:00,79779.0,80053.2,79200.0,79546.6,16361.999,7937.155,631849059.4354
2024-11-10 15:00:00,79546.5,79807.7,79410.5,79735.1,7185.14,3714.186,295872793.9044
2024-11-10 16:00:00,79735.1,79850.0,79538.8,79836.1,6318.774,3109.134,247892303.3674
2024-11-10 17:00:00,79836.1,80847.1,79696.0,80425.4,22743.734,13558.55,1089735216.0895
2024-11-10 18:00:00,80425.4,81199.0,80425.4,80631.8,23123.103,11523.788,931970602.8903
2024-11-10 19:00:00,80631.9,80930.1,79386.0,79793.4,22923.761,10174.802,814615138.6973
2024-11-10 20:00:00,79793.4,79952.4,79000.0,79015.5,17181.783,7612.836,604495639.3263
2024-11-10 21:00:00,79015.6,80088.0,78549.2,79931.9,22559.426,11954.14,948017758.5103
2024-11-10 22:00:00,79931.9,81699.8,79845.0,80683.7,29379.138,15418.934,1246640601.9906
2024-11-10 23:00:00,80683.6,80774.3,79978.2,80410.0,12798.744,6220.187,499950445.6161
2024-11-11 00:00:00,80409.9,80872.3,80261.2,80618.9,8942.769,4243.891,342040442.1356
2024-11-11 01:00:00,80618.9,81808.8,80403.7,81246.0,17647.272,9272.37,752655351.3274
2024-11-11 02:00:00,81246.0,81571.9,81062.1,81477.7,9774.43,4702.514,382534710.0578
2024-11-11 03:00:00,81477.6,81944.6,80978.1,81662.4,10967.242,5816.926,474163579.3971
2024-11-11 04:00:00,81662.3,81783.5,81157.6,81480.7,7746.648,3309.309,269695521.0963
2024-11-11 05:00:00,81479.0,81636.6,80467.0,80778.5,13883.668,5965.317,483041968.4439
2024-11-11 06:00:00,80778.6,81282.8,80624.3,80940.5,10383.672,5307.019,429695812.378
2024-11-11 07:00:00,80940.6,81254.6,80788.0,81147.9,6145.925,3243.973,262766168.2795
2024-11-11 08:00:00,81147.8,81412.1,81051.6,81270.9,8415.698,4051.28,329187397.0326
2024-11-11 09:00:00,81270.9,81796.3,81183.4,81718.1,11149.295,5568.401,454083175.8174
2024-11-11 10:00:00,81718.2,82431.4,81683.0,82010.0,24787.358,12985.025,1065599564.086
2024-11-11 11:00:00,82010.0,82283.5,81850.0,82168.7,8221.606,4128.03,338930857.2886
2024-11-11 12:00:00,82168.7,82528.0,81738.4,82180.0,18311.382,9338.953,767534108.022
2024-11-11 13:00:00,82179.9,82245.4,81467.5,81850.4,16744.993,7804.714,638422408.1531
2024-11-11 14:00:00,81850.3,82689.3,81495.4,82513.4,37927.857,19744.553,1622981997.1147
2024-11-11 15:00:00,82513.4,84359.7,82355.0,84114.2,70047.764,37627.536,3142674395.5289
2024-11-11 16:00:00,84114.1,84961.5,83897.2,84263.1,49848.342,26426.519,2233697856.5993
2024-11-11 17:00:00,84263.2,84899.9,84228.1,84638.7,19944.582,9054.024,766196901.4988
2024-11-11 18:00:00,84638.6,85949.5,84248.6,85932.6,39782.893,23258.658,1980733712.0203
2024-11-11 19:00:00,85932.6,86971.0,85473.6,86181.0,49332.684,25201.393,2172724100.2425
2024-11-11 20:00:00,86180.9,87476.9,86123.1,86926.0,40861.527,21272.83,1850242635.6335
2024-11-11 21:00:00,86925.9,88499.9,86720.2,87989.2,39905.741,21220.288,1864731598.5078
2024-11-11 22:00:00,87989.2,88182.3,86497.9,88089.0,36697.32,18018.366,1572629366.9171
2024-11-11 23:00:00,88089.0,89800.0,88088.4,88728.9,56670.994,28661.804,2550758182.1688
2024-11-12 00:00:00,88729.0,89099.9,86657.4,89065.9,43437.29,21736.507,1911872684.929
2024-11-12 01:00:00,89065.9,89589.2,88451.7,88613.8,29582.592,13826.589,1231862162.2583
2024-11-12 02:00:00,88613.8,88946.4,87055.0,87778.4,24981.658,11955.346,1051297480.5898
2024-11-12 03:00:00,87778.5,88331.0,87555.0,88145.1,14156.748,7519.687,661090691.7765
2024-11-12 04:00:00,88145.0,89098.3,87769.0,88509.9,18129.743,9319.572,825029342.527
2024-11-12 05:00:00,88509.8,88879.9,88150.0,88466.1,13998.968,6823.818,604156652.2249
2024-11-12 06:00:00,88466.1,89982.1,88230.7,89629.2,26654.193,14719.554,1314430706.8955
2024-11-12 07:00:00,89629.3,90070.1,89070.0,89095.4,24054.038,11533.697,1033053985.7981
2024-11-12 08:00:00,89095.5,89497.1,88824.7,89471.1,13358.234,7075.792,630549608.6829
2024-11-12 09:00:00,89471.1,89590.2,87741.6,87775.1,28634.973,12285.36,1087343593.1946
2024-11-12 10:00:00,87775.2,88180.3,85500.0,86972.1,73599.533,34959.027,3040112750.9918
2024-11-12 11:00:00,86972.1,87960.5,86720.1,87229.5,36997.711,17426.571,1522353351.6602
2024-11-12 12:00:00,87229.5,87933.3,86267.7,86453.6,26129.475,12595.241,1096962436.9862
