PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,target_binary,target_pct_change,target_abs_change,target_multiclass,target_log_return,target_normalized_change
-12.955588974514159,-3.305939614724872,-0.033122236667427266,0.05842008372692354,0.15992145267165528,-0.1684995868618759,-0.6866042520903223,-0.8238697786951261,0.044606912930047926,0.8908035831648582,-0.9506477105343004,-0.7197233162819119,1,-0.2640262295769746,201.40000000000876,2,0.0026437539355157,0.8100828433795872
-13.075233416461822,-2.393930502728962,0.580177548035214,0.9367478931894256,0.4735809735694669,-0.4089895569964857,-0.3389396860042314,-0.7215514113925408,0.013312680458434697,1.2528987400875844,-0.6483701963996863,-0.8545404996372872,0,0.6886346896589846,-521.6999999999971,3,-0.0068627443049343,-2.0962903549067176
-13.619192879494868,1.439726427635116,2.01586820294922,1.9638905603611794,1.147099336942704,0.4827313456555355,-1.2047120623943568,0.5706466340783714,-0.06730517243692247,-0.059430033830490954,-1.0022192609798228,-1.079782686692982,1,-0.1188643126157407,91.39999999999418,2,0.001189350122698,0.3421578226677974
-13.202276665629485,-0.5923937823081556,1.4100951299523987,0.15900872017214904,-0.1441039665276969,0.6402439012931712,-1.3290738388199204,1.0383675716951974,-0.03950339042820261,-0.08668787921561502,-0.9679956219590605,-1.0672491318844866,0,0.4321902734331528,-330.8999999999942,2,-0.0043125901351659,-1.0249572228729011
-13.22286611875002,-0.41266066989107997,0.3066495474307848,0.4537568212646574,-1.7514491795656901,0.6327954120982027,-1.0537879751024715,1.3115756775048795,-0.1624032280282696,0.20952550574760465,-0.7084361891075727,-1.1844439631082857,0,0.1309123057567474,-100.10000000000582,2,-0.0013082669031038,-0.2962205969113438
-12.882997079494674,-2.674687884879223,0.11177699958589564,-1.1958734469423418,-0.8938297772600775,0.8480131928612933,-1.6547724844767968,1.0125955809486524,-0.057537811899036506,0.5641844979313523,-0.6477838786813966,-1.1169660580245098,0,0.1485265225933174,-113.39999999999418,2,-0.0014841633104936,-0.3296710762366192
-12.792802385207569,-3.1626292062541306,-0.047255942479727434,-1.006622273810613,-0.9055945301158351,0.6015529222917061,-1.489787196537197,0.8710570954959416,-0.02382164983590807,1.1173515560630742,-0.3856435263742268,-1.0686035766276438,1,-0.1728506763665205,132.1999999999971,2,0.0017300023551564,0.3995453790023293
-12.718541443274733,-3.5646060928037113,0.3358327766723609,-1.24910942156969,0.0454521238142559,0.6114681180285941,-1.708132269348587,0.687575571937033,0.03515351452889459,1.3374328488496208,-0.3231023408630509,-0.9849731263384405,0,0.0951452371759975,-72.69999999999709,2,-0.0009510000278518,-0.2201975675300571
-12.66063785027437,-4.239436759193629,-0.33699489589134957,0.17177941472378017,-0.28966920669329194,0.2585584587965906,0.43087570833089917,-0.8949182934373842,-0.3987539131378697,-0.7323150710820001,0.2615855218638483,-1.3094079055785606,0,0.1435124508518903,-109.5,2,-0.0014340957015346,-0.3419846160136861
-12.628781477809216,-4.434879224551865,-0.5161773881807727,0.18872561440917002,-0.39709646660900205,0.2741618466022399,0.3476544860345518,-0.826678304431799,-0.35280637975846973,-0.8718009984263865,-0.14323350256649994,-0.9638135759220614,1,-0.1551978183321978,118.60000000000582,2,0.0015531837489651,0.3769815961521635
-12.689824243509193,-4.021565048241523,-0.07717972060877705,0.9720497237037099,0.5207766639377985,0.031224602181112757,0.47049706650069983,-1.0795743615191002,-0.3214970563767148,-0.4139457055454267,0.05874367310065481,-0.8883249696533255,0,0.1160749377702163,-88.60000000000582,2,-0.0011600762289974,-0.2918493968581192
-12.504956755375035,-5.027724549930076,-0.6762654540048558,0.029408639349318092,-0.22444523715865605,0.25173221331491996,0.07747047409008692,-0.7081400342085126,-0.23276842343653828,-0.95214105867039,-0.5361191357687229,-0.555944650961588,1,-0.0518530933774741,39.60000000000582,2,0.0005186654174306,0.1308999444618685
-12.477793050373103,-5.253923236471925,-0.24725321406897685,-0.06386109585973093,0.2300733163662177,0.18415115433739523,0.05249481025506934,-0.7010282618310751,-0.1794024409337748,-0.6595520460192473,-0.30026788922429776,-0.6581976840635404,1,-0.2226286908805774,170.39999999999418,2,0.0022287687697463,0.6045197279240008
-12.680805449989348,-3.5112287988266506,0.11554130884972945,2.9713867232429867,0.8788103959011391,-0.9606728697091813,1.283934191024029,-1.3103288584715616,-0.2600053924432896,1.3240970031500006,1.3982757487713204,-1.1691232768367181,0,0.0607894788446028,-46.5,2,-0.0006077100952547,-0.1703432333591331
