open_time,open,high,low,close,volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,return,log_return,volatility,price_range,ma_7,ma_25,ma_99,atr,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_pct,volume_change,volume_ma_7,volume_relative,obv,hour,day_of_week,is_weekend,month,target_binary,target_pct_change,target_abs_change,target_multiclass,target_log_return,target_normalized_change,predicted_return
2024-11-11 06:00:00,80778.6,81282.8,80624.3,80940.5,10383.672,5307.019,429695812.378,0.0020054841325352,0.0020034758338581,0.0055628536995904,0.0081519115211206,81172.09999999999,80146.312,77175.45656565655,566.2853333333329,80760.81438077363,79983.05677766136,777.7576031122735,811.7288849444764,-33.97128183220286,58.30101319864103,80381.345,81856.2032268698,78906.48677313021,0.0366965301929146,0.6895622880264013,-0.2520944753216513,11335.100142857144,0.916063543253591,510288.4999999999,6,0,0,11,1,-0.2555827076239692,207.39999999999415,2,0.0025590987780533,0.2812473717422716,-0.22429505
2024-11-11 07:00:00,80940.6,81254.6,80788.0,81147.9,6145.925,3243.973,262766168.2795,0.0025623760663697,0.0025590987780533,0.0055402733685197,0.0057647212894394,81247.67142857143,80232.52,77239.91414141415,569.273333333333,80820.36601450077,80069.341461241,751.0245532597764,799.5880186075365,-48.56346534776003,55.76128733872383,80442.405,81938.96739565958,78945.84260434042,0.0372082956908009,0.7357051740863307,-0.4081164158498073,10935.551,0.5620132904139901,516434.4249999999,7,0,0,11,1,-0.151345684617743,123.0,2,0.0015146032788536,0.1643767080565688,-0.2241409
2024-11-11 08:00:00,81147.8,81412.1,81051.6,81270.9,8415.698,4051.28,329187397.0326,0.0015157508697083,0.0015146032788536,0.0055098511432643,0.0044425110723889,81251.22857142857,80329.02799999999,77305.34545454546,569.3386666666664,80889.6789353468,80158.34579786891,731.3331374778936,785.937042381608,-54.60390490371435,55.164945287623794,80520.6,82018.79994168344,79022.40005831658,0.0372128360117393,0.7504004903233827,0.3693134882055997,9616.754714285713,0.8751078976256367,524850.1229999999,8,0,0,11,1,-0.5472471826927117,447.2000000000117,1,0.0054875006558484,0.5969830695589445,-0.22369939
2024-11-11 09:00:00,81270.9,81796.3,81183.4,81718.1,11149.295,5568.401,454083175.8174,0.0055025845659395,0.0054875006558484,0.0055691580572677,0.0075414447237573,81285.57142857143,80430.948,77375.0696969697,574.9319999999999,81017.12832990882,80273.88314668399,743.2451832248335,777.3986705502532,-34.153487325419746,66.60455165036163,80617.55500000001,82163.88476734121,79071.2252326588,0.0383621102709255,0.8558571474350852,0.3248211853609766,9813.164,1.1361570029808938,535999.418,9,0,0,11,1,-0.3559322033898193,291.8999999999942,2,0.0035656714915558,0.3775391331974999,-0.22321069
2024-11-11 10:00:00,81718.2,82431.4,81683.0,82010.0,24787.358,12985.025,1065599564.086,0.0035720360605544,0.0035656714915558,0.0055863201984197,0.0091583025568354,81335.22857142857,80534.76,77447.89797979798,577.5653333333332,81169.87781761515,80402.48439560244,767.3934220127121,775.397620842745,-8.00419883003292,78.19839162287897,80740.725,82319.96107764781,79161.4889223522,0.0391186994579947,0.901863602904298,1.2232220064138586,11787.466285714285,2.1028571704201453,560786.776,10,0,0,11,1,-0.1931392367166551,158.6999999999971,2,0.0019332599104311,0.2009832503779205,-0.2224895
2024-11-11 11:00:00,82010.0,82283.5,81850.0,82168.7,8221.606,4128.03,338930857.2886,0.0019351298622118,0.0019332599104311,0.0055542957511796,0.0052859407389342,81433.51428571428,80637.7,77518.35555555555,577.8546666666665,81323.54276875129,80533.3151816076,790.2275871436868,778.3636141029335,11.863973040753308,74.56942003514949,80862.405,82489.68214519076,79235.12785480924,0.0402480521124931,0.901374468958963,-0.6683145496990845,11855.31742857143,0.6934952226741605,569008.382,11,0,0,11,1,-0.0137503042102693,11.30000000000291,2,0.0001375124965126,0.0138882304509592,-0.22225948
2024-11-11 12:00:00,82168.7,82528.0,81738.4,82180.0,18311.382,9338.953,767534108.022,0.0001375219517893,0.0001375124965126,0.0054969805430506,0.0096094985073392,81633.72857142857,80727.832,77591.39595959596,584.3066666666666,81455.30541971263,80655.2918352485,800.0135844641336,782.6936081751736,17.319976288959992,69.62875508330065,80979.6,82633.06259200351,79326.1374079965,0.0408365215931791,0.8629958143006633,1.2272268945994251,12487.848,1.466336073276997,587319.764,12,0,0,11,0,0.4026858756951856,-329.6000000000058,2,-0.0040187726616677,-0.3986785084752155,-0.22125834
2024-11-11 13:00:00,82179.9,82245.4,81467.5,81850.4,16744.993,7804.714,638422408.1531,-0.0040107082015089,-0.0040187726616677,0.0056021887493542,0.0094658182840328,81763.71428571429,80813.568,77659.98181818181,587.372,81516.0892012953,80743.81836625753,772.2708350377652,780.609053547692,-8.338218509926833,68.6223302477116,81050.85,82726.42260157682,79375.27739842319,0.0413462067720897,0.7385900793697519,-0.0855418231130781,13396.608142857143,1.2499427333722646,570574.771,13,0,0,11,1,-0.8035058548066187,663.0,1,0.0080675136000745,0.7913712594435968,-0.22103705
2024-11-11 14:00:00,81850.3,82689.3,81495.4,82513.4,37927.857,19744.553,1622981997.1147,0.0081001436767567,0.0080675136000745,0.0057101205355751,0.0145863851445872,81958.78571428571,80922.944,77738.12828282829,598.224,81669.52163186525,80874.89848766857,794.6231441966811,783.4118716774899,11.211272519191198,71.91947240541478,81144.93,82929.20402320712,79360.65597679287,0.0439774616407241,0.8834808953672544,1.265026745606881,17936.884142857143,2.114517588335078,608502.6279999999,14,0,0,11,1,-1.903126939327726,1600.800000000003,1,0.0192146949434243,1.7943432221488365,-0.22104567
2024-11-11 17:00:00,84263.2,84899.9,84228.1,84638.7,19944.582,9054.024,766196901.4988,0.0044574671475412,0.0044475620643365,0.0066854214329939,0.007972638114859,83104.07142857143,81478.872,78025.61919191919,629.3946666666666,82733.22571325109,81591.8024947118,1141.4232185392902,914.7272895939278,226.69592894536245,77.54150241519073,81858.69,84279.93908164471,79437.44091835529,0.0591568001306815,1.0740859172802628,-0.5998947768413241,31578.075142857146,0.6315958749788267,748343.3159999999,17,0,0,11,1,-1.5057149440375506,1293.9000000000087,1,0.0151716592296799,1.0687871890657663,-0.2207247
