open_time,open,high,low,close,volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,return,log_return,volatility,price_range,ma_7,ma_25,ma_99,atr,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_pct,volume_change,volume_ma_7,volume_relative,obv,hour,day_of_week,is_weekend,month,target_binary,target_pct_change,target_abs_change,target_multiclass,target_log_return,target_normalized_change
2024-11-08 12:00:00,75952.0,76189.9,75940.0,76078.9,5211.542,2915.219,221671978.1392,0.001672110901768109,0.001670714480764678,0.004598882336064348,0.0032902359384873892,76018.25714285714,75901.02799999999,72607.94343434344,703.7039999999995,75984.27301388224,75754.99882960542,229.2741842768155,283.91645710162265,-54.64227282480715,54.33561559591657,76048.855,76546.08809571208,75551.62190428791,0.013076675400624682,0.530212188467635,-0.05847999807777182,5737.050714285715,0.9084008943868744,334093.0599999999,12,4,0,11,1,-0.26402622957697464,201.40000000000873,2,0.0026437539355157872,0.8100828433795872
2024-11-08 13:00:00,76078.4,76300.0,75855.0,76280.3,7908.982,3965.444,301591667.8091,0.0026472517347124747,0.0026437539355157872,0.004495756127947892,0.0058492292161769965,76075.04285714285,75951.53600000001,72683.3303030303,706.4319999999993,76029.81562713112,75793.91005954544,235.90556758567982,274.3142791984341,-38.4087116127543,57.994301994302205,76049.115,76546.85139302858,75551.37860697143,0.013089866805907712,0.7322363837947484,0.517589611673474,6432.078,1.229615374689175,342002.0419999999,13,4,0,11,0,0.6886346896589846,-521.6999999999971,3,-0.006862744304934328,-2.0962903549067176
2024-11-08 18:00:00,76390.0,77069.8,76347.1,76803.0,22926.757,12278.253,942062948.4588,0.00540646681502821,0.00539190433743863,0.0041582460364935755,0.009460662390365193,76235.8,76090.948,73066.16767676768,715.162666666666,76198.45815721033,75952.41402007142,246.044137138917,234.39598828793797,11.648148850979027,60.702071795777066,76049.31999999999,76583.57638079369,75515.0636192063,0.01405026056232184,1.2053542335613594,0.3619498300292121,16429.414714285715,1.3954701003478056,376888.4349999999,18,4,0,11,1,-0.11886431261574071,91.39999999999418,2,0.0011893501226980345,0.3421578226677974
2024-11-08 19:00:00,76802.8,77182.9,76728.4,76894.4,15879.932,7713.071,593816108.5131,0.0011900576800385476,0.0011893501226980345,0.004157422764118059,0.005917752998588593,76352.3,76102.452,73158.66767676767,707.4039999999994,76305.52613302413,76022.19079563694,283.33533738719416,244.18385810778923,39.151479279404924,60.159710106026026,76101.07,76746.7554834799,75455.38451652012,0.016969156504103997,1.1143316059425543,-0.3073624848032367,17953.47042857143,0.8845048684697991,392768.36699999985,19,4,0,11,0,0.43219027343315286,-330.8999999999942,2,-0.00431259013516597,-1.0249572228729011
2024-11-08 20:00:00,76894.4,77080.4,76401.1,76563.5,15592.359,7334.344,562098766.1862,-0.004303304271832453,-0.00431259013516597,0.004245478524186072,0.008834193387294633,76392.75714285715,76103.66,73247.05555555556,708.6106666666659,76345.2144202512,76062.28779305857,282.9266271926317,251.93241192475776,30.994215267873955,57.24410957154717,76128.93000000001,76804.77766922562,75453.0823307744,0.01775534397306275,0.8214999620387287,-0.018109208528096943,19051.095714285715,0.8184494600123112,377176.00799999986,20,4,0,11,0,0.1309123057567474,-100.10000000000582,2,-0.001308266903103852,-0.29622059691134384
2024-11-08 21:00:00,76563.5,76675.1,76352.7,76463.4,6415.22,3090.686,236435371.0107,-0.0013074114950336613,-0.001308266903103852,0.003962874544606638,0.004210883776212017,76493.44285714286,76105.552,73336.20505050504,705.8519999999995,76363.39681713562,76091.99982164375,271.3969954918721,255.82532863818065,15.571666853691426,53.24154139506003,76153.035,76840.99344205714,75465.07655794287,0.018067787897281667,0.7255695846045127,-0.5885664253882302,17591.203285714284,0.36468340998649956,370760.7879999999,21,4,0,11,0,0.14852652259331744,-113.39999999999418,2,-0.0014841633104936255,-0.3296710762366192
2024-11-08 22:00:00,76463.4,76600.0,76278.5,76350.0,4623.227,2149.277,164366345.8872,-0.0014830624847965712,-0.0014841633104936255,0.00397988918803213,0.004204626004075153,76482.97142857141,76125.004,73422.10707070706,688.8973333333328,76361.33576834553,76111.11095386138,250.22481448414328,254.7052258073732,-4.48041132322993,56.15499742762262,76184.50499999999,76846.25711601497,75522.75288398501,0.017372354549392354,0.6250430455716626,-0.2793346136219803,14162.328,0.3264454120819684,366137.56099999987,22,4,0,11,1,-0.17285067636652052,132.1999999999971,2,0.0017300023551564485,0.3995453790023293
2024-11-08 23:00:00,76350.0,76502.0,76280.1,76482.2,3136.759,1627.846,124379920.9532,0.001731499672560588,0.0017300023551564485,0.003990098900186819,0.002906352324819832,76563.78571428571,76149.59599999999,73514.44141414142,680.6559999999994,76379.93026552314,76138.5990418675,241.3312236556376,252.03042537702612,-10.699201721388533,56.05325457656519,76213.595,76873.91110444326,75553.27889555674,0.017328039818703306,0.7033912229253189,-0.3215217422808787,12201.146999999999,0.2570872230291136,369274.3199999999,23,4,0,11,0,0.09514523717599754,-72.69999999999709,2,-0.0009510000278518612,-0.22019756753005712
2024-11-09 00:00:00,76482.2,76618.3,76339.1,76409.5,4076.52,1978.202,151353173.1061,-0.0009505479706388709,-0.0009510000278518612,0.003983451465706026,0.003650522605259748,76566.57142857143,76171.6,73608.50707070707,677.1853333333327,76384.47945544266,76158.66578661404,225.81366882861766,246.78707406734446,-20.973405238726798,51.92060827490874,76242.425,76882.80468301525,75602.04531698476,0.0167985129805418,0.630449953700374,0.2995961755429728,10378.682,0.39277819669202696,365197.7999999999,0,5,1,11,0,0.14351245085189035,-109.5,2,-0.0014340957015346583,-0.3419846160136861
2024-11-09 01:00:00,76409.4,76529.6,76230.7,76300.0,3846.096,1832.402,139908609.45,-0.001433067877685379,-0.0014340957015346583,0.003996444810516498,0.003911822367405172,76494.71428571429,76183.348,73693.29494949496,671.4293333333329,76371.48261614378,76169.13499103884,202.3476251049433,237.89918427486427,-35.55155916992098,54.51105409118014,76258.125,76887.3334346289,75628.9165653711,0.01650206937631642,0.5332759366335394,-0.0565246828176974,7652.873285714287,0.5025688857516503,361351.70399999985,1,5,1,11,1,-0.1551978183321978,118.60000000000582,2,0.0015531837489651229,0.3769815961521635
2024-11-09 02:00:00,76300.0,76418.7,76122.4,76418.6,5312.114,2530.895,193046493.0996,0.001554390563564878,0.0015531837489651229,0.003929638227357037,0.0038833551769331966,76426.74285714285,76200.84,73780.00505050505,667.1293333333329,76378.73144442936,76187.61388620255,191.11755822680425,228.5428590652523,-37.42530083844804,54.41180290397169,76284.91500000001,76892.07746772027,75677.75253227974,0.01591828391550973,0.6100899735304374,0.38117041280300845,6143.1849999999995,0.8647165924516355,366663.81799999985,2,5,1,11,0,0.11607493777021638,-88.60000000000582,2,-0.0011600762289974734,-0.2918493968581192
2024-11-09 03:00:00,76418.6,76434.1,76235.0,76330.0,2557.821,1133.323,86476310.7729,-0.0011594036006941089,-0.0011600762289974734,0.00391801284271743,0.002605386646706506,76393.3857142857,76225.216,73864.0505050505,641.0199999999996,76371.23429913253,76198.16100870847,173.07329042405763,217.44894533701336,-44.375654912955724,50.664954108800906,76292.865,76897.90727351027,75687.82272648974,0.01586104476507107,0.5306879383687931,-0.5184928260199235,4281.108142857142,0.5974670376565053,364105.99699999986,3,5,1,11,1,-0.051853093377474124,39.60000000000582,2,0.0005186654174306317,0.13089994446186853
2024-11-09 04:00:00,76330.1,76404.0,76285.7,76369.6,1731.233,913.757,69776975.9922,0.0005187999475959604,0.0005186654174306317,0.003910972923338631,0.0015498473079427761,76379.98571428572,76243.984,73948.76060606062,631.7306666666664,76370.98286849677,76210.86019655454,160.1226719422266,205.983690658056,-45.8610187158294,59.385560675883255,76320.16500000001,76883.9183140038,75756.41168599622,0.01477337775681656,0.5438445316169492,-0.32316100305689877,3611.9671428571423,0.47930474767014575,365837.22999999986,4,5,1,11,1,-0.22262869088057746,170.39999999999418,2,0.0022287687697463946,0.6045197279240008
2024-11-09 05:00:00,76369.6,76666.0,76350.0,76540.0,5475.921,3020.046,231087388.3786,0.0022312543210909475,0.0022287687697463946,0.003915268478786699,0.0041377720977980766,76407.12857142858,76272.26800000001,74036.42222222223,603.4026666666663,76396.98550411264,76235.2409286125,161.74457550013904,197.13586762647262,-35.39129212633358,52.11359437823736,76348.88,76894.83652651077,75802.92347348924,0.01430162502739442,0.675032251396876,2.1630179184430984,3733.7805714285714,1.4665888622118126,371313.15099999984,5,5,1,11,0,0.06078947884460284,-46.5,2,-0.0006077100952547074,-0.17034323335913318
2024-11-09 06:00:00,76540.0,76800.0,76380.9,76493.5,7647.669,3729.764,285650825.3231,-0.0006075254768748151,-0.0006077100952547074,0.003904392204486934,0.005475568330284894,76408.74285714286,76292.56800000001,74119.92929292929,574.2746666666661,76411.83388809531,76254.37123446644,157.4626536288706,189.20122482695223,-31.738571198081615,62.54129716571034,76360.86000000002,76908.55350783438,75813.16649216565,0.01434487531529547,0.6210896223003047,0.3965995857135265,4378.196285714286,1.7467624795520815,363665.48199999984,6,5,1,11,1,-0.03972615091493159,30.39999999999418,2,0.0003973404384070554,0.11101099269915601
2024-11-09 07:00:00,76493.5,76528.9,76330.1,76523.9,3415.949,1674.486,127974482.7904,0.00039741938857540404,0.0003973404384070554,0.003834586807722901,0.002598913633184367,76425.08571428571,76318.212,74202.95555555556,562.5866666666661,76429.07482838834,76274.33633233557,154.73849605277064,182.30867907211592,-27.57018301934528,53.604694987347095,76389.45999999999,76906.09351725905,75872.82648274093,0.013526303687944975,0.6301115737837314,-0.553334617384722,4283.829,0.7974055453660732,367081.43099999987,7,5,1,11,1,-0.021034753070292567,16.10000000000582,2,0.0002103696568476015,0.062326579527007916
2024-11-09 08:00:00,76523.9,76735.0,76423.1,76540.0,4199.022,2428.057,185969544.6747,0.0002103917860956095,0.0002103696568476015,0.003698101649424189,0.004075850812621864,76459.37142857142,76332.97200000001,74281.87373737374,550.3506666666659,76446.14023940552,76294.01512629844,152.12511310707487,176.27196587910774,-24.146852772032872,40.99561763900298,76412.515,76911.65268282771,75913.37731717229,0.013064291440419503,0.6277052448512531,0.22924024919575792,4334.247,0.9688008089986564,371280.45299999986,8,5,1,11,1,-0.0067933717594281795,5.19999999999709,2,6.793602519384753e-05,0.020835934367829163
2024-11-09 09:00:00,76540.0,76640.0,76493.9,76545.2,2876.669,1406.792,107715098.2087,6.793833289786555e-05,6.793602519384753e-05,0.0036850127580310803,0.0019088058531487565,76477.45714285714,76361.836,74360.57676767676,535.4079999999994,76461.3802025739,76312.62141653585,148.7587860380445,170.7693299108951,-22.010543872850604,37.29442584776605,76425.76,76924.18349948579,75927.3365005142,0.01304333773025739,0.6198177856012241,-0.31491928358555876,3986.326285714286,0.7216341046414234,374157.12199999986,9,5,1,11,0,0.12269232479720227,-93.80000000000291,2,-0.0012261711927236455,-0.37638674779980236
2024-11-09 10:00:00,76545.3,76622.2,76396.1,76451.4,2813.407,1189.547,90989385.2954,-0.0012254197519897536,-0.0012261711927236455,0.003621294236927221,0.0029538064388014845,76494.8,76381.26400000001,74437.09595959596,517.4159999999994,76459.8447867933,76322.9013132937,136.943473499603,164.00415862863667,-27.060685129033686,45.0707941254065,76460.4,76847.44814877638,76073.3518512236,0.010124146585065996,0.48837353953448365,-0.02199140742296024,4022.838571428572,0.699358661812004,371343.71499999985,10,5,1,11,1,-0.035565504598689124,27.20000000001164,2,0.0003557183062424258,0.1405509887368112
2024-11-09 11:00:00,76451.3,76507.3,76358.8,76478.6,2583.337,1332.29,101820203.3083,0.0003557815815016241,0.0003557183062424258,0.003515707767109228,0.001942413013251573,76510.37142857142,76390.25200000001,74512.4494949495,507.60266666666604,76462.73020420971,76334.4345510979,128.29565311181068,156.86245752527148,-28.5668044134608,50.714151475287146,76463.16500000001,76849.88717839259,76076.44282160743,0.010115254276816239,0.5199561867180126,-0.08177629472024495,4144.567714285715,0.6233067422437369,373927.05199999985,11,5,1,11,0,0.27415939530219813,-209.10000000000582,2,-0.0027378426391424376,-1.0813964736454926
2024-11-09 12:00:00,76478.6,76552.1,76259.1,76269.5,4456.746,1894.331,144668359.2282,-0.0027340981660229913,-0.0027378426391424376,0.003555266585730599,0.0038311370762540106,76471.72857142857,76402.95599999999,74588.40303030303,502.8306666666661,76433.00248048514,76329.6245836734,103.37789681174036,146.16554538256526,-42.7876485708249,46.529873264936704,76480.815,76786.1413191332,76175.48868086681,0.007984389788032292,0.1539522033345908,0.7251895513438626,3998.9712857142854,1.1144731186045385,369470.30599999987,12,5,1,11,1,-0.17917347237926817,136.89999999999418,2,0.0017933418003765027,0.8967454910903426
